Article URL,Nome do artigo,Categoria,Campanha,Data,Visitas Diretas,Novos usuários únicos,Clicks pagos,Tempo de leitura (minutos),Clicks redes sociais,Vezes pesquisados,Visualizações
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/09/2021, 10 , 15 , 0 , 431 , 25 , 4 , 129 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/10/2021, 6 , 10 , 0 , 372 , 16 , 3 , 125 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/11/2021, 90 , 144 , 0 , 1.176 , 234 , 41 , 475 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/12/2021, 54 , 86 , 0 , 844 , 140 , 24 , 299 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/13/2021, 0 , 0 , 0 , 159 , 0 , 0 , 68 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/18/2021, 109 , 175 , 0 , 1.500 , 284 , 49 , 627 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/19/2021, 0 , 0 , 0 , 9 , 0 , 0 , 4 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/20/2021, 123 , 197 , 0 , 1.571 , 320 , 55 , 675 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/21/2021, 0 , 0 , 0 , 226 , 0 , 0 , 91 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/22/2021, 14 , 23 , 0 , 482 , 37 , 6 , 130 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/23/2021, 13 , 20 , 0 , 145 , 33 , 6 , 104 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/24/2021, 21 , 34 , 0 , 184 , 55 , 9 , 110 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/25/2021, 9 , 15 , 0 , 247 , 24 , 4 , 88 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/27/2021, 26 , 42 , 0 , 525 , 68 , 12 , 148 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/28/2021, 14 , 23 , 0 , 327 , 37 , 6 , 160 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/29/2021, 53 , 84 , 0 , 462 , 137 , 24 , 313 
Article_72,Soluções de dados para assistência médica,Data Science,1047,06/30/2021, 11 , 18 , 0 , 468 , 30 , 5 , 134 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/01/2021, 37 , 60 , 0 , 708 , 97 , 17 , 188 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/03/2021, 9 , 15 , 0 , 265 , 24 , 4 , 83 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/05/2021, 28 , 45 , 0 , 357 , 73 , 13 , 235 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/07/2021, 0 , 0 , 0 , 7 , 0 , 0 , 3 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/08/2021, 152 , 243 , 0 , 2.174 , 395 , 68 , 773 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/09/2021, 42 , 67 , 0 , 404 , 108 , 19 , 212 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/10/2021, 173 , 276 , 0 , 3.361 , 449 , 78 , 876 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/11/2021, 42 , 68 , 0 , 661 , 110 , 19 , 228 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/13/2021, 0 , 0 , 0 , 34 , 0 , 0 , 16 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/16/2021, 10 , 17 , 0 , 251 , 27 , 5 , 123 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/17/2021, 16 , 26 , 0 , 583 , 42 , 7 , 150 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/18/2021, 69 , 110 , 0 , 1.178 , 179 , 31 , 426 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/19/2021, 47 , 76 , 0 , 970 , 123 , 21 , 249 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/24/2021, 37 , 59 , 0 , 743 , 96 , 17 , 244 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/25/2021, 42 , 67 , 0 , 317 , 109 , 19 , 271 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/26/2021, 0 , 0 , 0 , 124 , 0 , 0 , 88 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/27/2021, 40 , 63 , 0 , 416 , 103 , 18 , 206 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/28/2021, 10 , 15 , 0 , 523 , 25 , 4 , 147 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/30/2021, 18 , 29 , 0 , 196 , 48 , 8 , 112 
Article_72,Soluções de dados para assistência médica,Data Science,1047,07/31/2021, 0 , 0 , 0 , 164 , 0 , 0 , 47 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/01/2021, 7 , 12 , 0 , 83 , 19 , 3 , 53 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/02/2021, 61 , 97 , 0 , 632 , 158 , 27 , 365 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/03/2021, 71 , 114 , 0 , 1.107 , 185 , 32 , 401 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/04/2021, 18 , 29 , 0 , 107 , 48 , 8 , 101 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/07/2021, 46 , 73 , 0 , 517 , 119 , 21 , 238 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/08/2021, 22 , 35 , 0 , 491 , 57 , 10 , 146 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/09/2021, 223 , 357 , 0 , 4.234 , 580 , 100 , 1.170 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/11/2021, 5 , 8 , 0 , 159 , 13 , 2 , 59 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/12/2021, 94 , 151 , 0 , 804 , 245 , 42 , 555 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/13/2021, 104 , 166 , 0 , 1.896 , 269 , 47 , 608 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/16/2021, 15 , 25 , 0 , 195 , 40 , 7 , 149 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/19/2021, 16 , 25 , 0 , 139 , 41 , 7 , 85 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/21/2021, 70 , 111 , 0 , 1.092 , 181 , 31 , 369 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/22/2021, 23 , 36 , 0 , 508 , 59 , 10 , 137 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/23/2021, 26 , 41 , 0 , 723 , 67 , 12 , 198 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/24/2021, 55 , 88 , 0 , 993 , 143 , 25 , 326 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/26/2021, 43 , 69 , 0 , 927 , 112 , 19 , 287 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/27/2021, 0 , 0 , 0 , 40 , 0 , 0 , 25 
Article_72,Soluções de dados para assistência médica,Data Science,1047,08/31/2021, 29 , 46 , 0 , 655 , 75 , 13 , 213 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/01/2021, 11 , 17 , 0 , 218 , 28 , 5 , 76 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/02/2021, 6 , 10 , 0 , 302 , 17 , 3 , 108 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/03/2021, 0 , 0 , 0 , 105 , 0 , 0 , 32 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/04/2021, 71 , 114 , 0 , 422 , 185 , 32 , 422 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/05/2021, 50 , 80 , 0 , 903 , 129 , 22 , 277 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/10/2021, 0 , 0 , 0 , 59 , 0 , 0 , 21 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/12/2021, 13 , 21 , 0 , 96 , 34 , 6 , 80 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/14/2021, 11 , 18 , 0 , 277 , 30 , 5 , 138 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/15/2021, 14 , 22 , 0 , 195 , 36 , 6 , 134 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/16/2021, 8 , 12 , 0 , 126 , 20 , 3 , 39 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/22/2021, 20 , 31 , 0 , 257 , 51 , 9 , 126 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/24/2021, 49 , 78 , 0 , 486 , 126 , 22 , 260 
Article_72,Soluções de dados para assistência médica,Data Science,1047,09/28/2021, 27 , 43 , 0 , 240 , 70 , 12 , 164 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/01/2021, 14 , 22 , 0 , 366 , 36 , 6 , 123 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/02/2021, 0 , 0 , 0 , 109 , 0 , 0 , 34 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/04/2021, 15 , 23 , 0 , 163 , 38 , 7 , 131 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/06/2021, 13 , 21 , 0 , 273 , 34 , 6 , 124 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/09/2021, 52 , 84 , 0 , 818 , 136 , 23 , 315 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/11/2021, 0 , 0 , 0 , 44 , 0 , 0 , 29 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/12/2021, 9 , 15 , 0 , 288 , 24 , 4 , 82 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/13/2021, 94 , 150 , 0 , 1.454 , 243 , 42 , 478 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/14/2021, 4 , 6 , 0 , 122 , 10 , 2 , 59 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/15/2021, 14 , 23 , 0 , 104 , 37 , 6 , 77 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/16/2021, 3 , 4 , 0 , 127 , 7 , 1 , 35 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/17/2021, 142 , 228 , 0 , 2.038 , 370 , 64 , 796 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/18/2021, 25 , 40 , 0 , 847 , 66 , 11 , 226 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/19/2021, 84 , 134 , 0 , 1.711 , 218 , 38 , 491 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/20/2021, 40 , 64 , 0 , 386 , 105 , 18 , 217 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/21/2021, 21 , 33 , 0 , 320 , 54 , 9 , 157 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/22/2021, 4 , 6 , 0 , 293 , 9 , 2 , 110 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/23/2021, 3 , 5 , 0 , 78 , 9 , 2 , 72 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/24/2021, 0 , 0 , 0 , 197 , 0 , 0 , 61 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/25/2021, 20 , 31 , 0 , 387 , 51 , 9 , 156 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/26/2021, 36 , 57 , 0 , 388 , 93 , 16 , 222 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/27/2021, 122 , 195 , 0 , 2.346 , 317 , 55 , 680 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/28/2021, 0 , 0 , 0 , 55 , 0 , 0 , 19 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/29/2021, 0 , 0 , 0 , 9 , 0 , 0 , 5 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/30/2021, 5 , 7 , 0 , 154 , 12 , 2 , 114 
Article_72,Soluções de dados para assistência médica,Data Science,1047,10/31/2021, 51 , 82 , 0 , 545 , 133 , 23 , 316 
Article_72,Soluções de dados para assistência médica,Data Science,1047,11/03/2021, 11 , 18 , 0 , 179 , 29 , 5 , 123 
Article_72,Soluções de dados para assistência médica,Data Science,1047,11/04/2021, 14 , 22 , 0 , 283 , 36 , 6 , 128 
Article_72,Soluções de dados para assistência médica,Data Science,1047,11/14/2021, 18 , 29 , 0 , 310 , 48 , 8 , 160 
Article_72,Soluções de dados para assistência médica,Data Science,1047,11/23/2021, 52 , 83 , 0 , 1.091 , 134 , 23 , 356 
Article_72,Soluções de dados para assistência médica,Data Science,1047,11/28/2021, 68 , 109 , 0 , 728 , 177 , 31 , 436 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/01/2021, 163 , 261 , 0 , 2.028 , 424 , 73 , 863 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/02/2021, 0 , 0 , 0 , 56 , 0 , 0 , 38 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/03/2021, 165 , 264 , 0 , 3.354 , 429 , 74 , 880 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/04/2021, 59 , 95 , 0 , 581 , 154 , 27 , 300 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/05/2021, 0 , 0 , 0 , 119 , 0 , 0 , 87 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/07/2021, 12 , 19 , 0 , 586 , 31 , 5 , 157 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/08/2021, 6 , 9 , 0 , 269 , 15 , 3 , 90 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/09/2021, 19 , 31 , 0 , 309 , 50 , 9 , 133 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/12/2021, 8 , 13 , 0 , 178 , 21 , 4 , 96 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/13/2021, 0 , 0 , 0 , 89 , 0 , 0 , 83 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/14/2021, 15 , 24 , 0 , 146 , 40 , 7 , 122 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/15/2021, 49 , 78 , 0 , 972 , 127 , 22 , 269 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/16/2021, 10 , 16 , 0 , 311 , 25 , 4 , 132 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/17/2021, 11 , 18 , 0 , 258 , 30 , 5 , 154 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/18/2021, 14 , 23 , 0 , 268 , 37 , 6 , 121 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/19/2021, 7 , 11 , 0 , 346 , 17 , 3 , 116 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/20/2021, 41 , 66 , 0 , 898 , 108 , 19 , 296 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/21/2021, 91 , 146 , 0 , 1.396 , 237 , 41 , 478 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/24/2021, 0 , 0 , 0 , 98 , 0 , 0 , 70 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/26/2021, 45 , 72 , 0 , 850 , 117 , 20 , 300 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/27/2021, 31 , 49 , 0 , 369 , 80 , 14 , 238 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/28/2021, 14 , 23 , 0 , 446 , 37 , 6 , 166 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,06/29/2021, 21 , 34 , 0 , 248 , 55 , 10 , 149 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/01/2021, 0 , 0 , 0 , 91 , 0 , 0 , 75 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/02/2021, 8 , 12 , 0 , 105 , 20 , 3 , 95 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/03/2021, 13 , 21 , 0 , 506 , 35 , 6 , 167 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/04/2021, 88 , 141 , 0 , 940 , 229 , 40 , 443 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/05/2021, 6 , 9 , 0 , 164 , 15 , 3 , 97 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/07/2021, 17 , 28 , 0 , 312 , 45 , 8 , 87 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/09/2021, 11 , 18 , 0 , 211 , 29 , 5 , 56 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/10/2021, 19 , 30 , 0 , 450 , 49 , 9 , 118 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/11/2021, 13 , 21 , 0 , 167 , 34 , 6 , 74 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/12/2021, 19 , 30 , 0 , 197 , 48 , 8 , 119 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/15/2021, 8 , 13 , 0 , 174 , 22 , 4 , 46 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/18/2021, 10 , 16 , 0 , 143 , 27 , 5 , 71 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/19/2021, 32 , 52 , 0 , 238 , 84 , 15 , 222 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/20/2021, 0 , 0 , 0 , 83 , 0 , 0 , 69 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/21/2021, 15 , 25 , 0 , 447 , 40 , 7 , 142 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/22/2021, 4 , 7 , 0 , 154 , 11 , 2 , 55 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/24/2021, 12 , 19 , 0 , 360 , 31 , 5 , 101 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/26/2021, 0 , 0 , 0 , 33 , 0 , 0 , 22 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/29/2021, 40 , 64 , 0 , 906 , 104 , 18 , 256 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/30/2021, 53 , 84 , 0 , 627 , 137 , 24 , 289 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,07/31/2021, 69 , 110 , 0 , 1.237 , 179 , 31 , 361 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/01/2021, 10 , 16 , 0 , 272 , 26 , 5 , 69 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/04/2021, 0 , 0 , 0 , 42 , 0 , 0 , 20 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/07/2021, 15 , 24 , 0 , 544 , 38 , 7 , 140 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/12/2021, 36 , 58 , 0 , 551 , 94 , 16 , 184 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/15/2021, 3 , 5 , 0 , 139 , 9 , 2 , 114 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/18/2021, 0 , 0 , 0 , 135 , 0 , 0 , 49 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/19/2021, 52 , 83 , 0 , 1.063 , 135 , 23 , 337 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/20/2021, 16 , 26 , 0 , 429 , 42 , 7 , 128 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/21/2021, 0 , 0 , 0 , 211 , 0 , 0 , 84 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/22/2021, 8 , 13 , 0 , 143 , 21 , 4 , 87 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/23/2021, 154 , 246 , 0 , 1.178 , 400 , 69 , 864 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/25/2021, 99 , 158 , 0 , 2.102 , 257 , 45 , 574 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/26/2021, 12 , 19 , 0 , 264 , 31 , 5 , 132 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/28/2021, 0 , 0 , 0 , 173 , 0 , 0 , 97 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/30/2021, 35 , 56 , 0 , 523 , 90 , 16 , 181 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,08/31/2021, 11 , 18 , 0 , 197 , 29 , 5 , 92 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/01/2021, 40 , 64 , 0 , 308 , 104 , 18 , 220 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/02/2021, 18 , 29 , 0 , 290 , 47 , 8 , 116 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/04/2021, 73 , 117 , 0 , 1.084 , 190 , 33 , 397 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/05/2021, 0 , 0 , 0 , 167 , 0 , 0 , 50 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/06/2021, 6 , 9 , 0 , 277 , 15 , 3 , 99 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/09/2021, 12 , 19 , 0 , 263 , 31 , 5 , 96 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/11/2021, 12 , 19 , 0 , 238 , 31 , 5 , 61 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/12/2021, 18 , 29 , 0 , 407 , 47 , 8 , 102 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/13/2021, 0 , 0 , 0 , 337 , 0 , 0 , 86 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/15/2021, 10 , 16 , 0 , 254 , 25 , 4 , 129 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/16/2021, 12 , 19 , 0 , 250 , 31 , 5 , 149 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/18/2021, 0 , 0 , 0 , 128 , 0 , 0 , 42 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/24/2021, 7 , 12 , 0 , 331 , 19 , 3 , 100 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,09/25/2021, 4 , 6 , 0 , 254 , 10 , 2 , 99 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,10/03/2021, 12 , 20 , 0 , 161 , 32 , 6 , 160 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,10/06/2021, 10 , 16 , 0 , 362 , 27 , 5 , 114 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,10/11/2021, 0 , 0 , 0 , 207 , 0 , 0 , 53 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,10/12/2021, 7 , 11 , 0 , 58 , 17 , 3 , 36 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,10/14/2021, 15 , 24 , 0 , 330 , 38 , 7 , 122 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,10/16/2021, 32 , 51 , 0 , 597 , 83 , 14 , 203 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,10/19/2021, 36 , 58 , 0 , 750 , 94 , 16 , 205 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,10/27/2021, 39 , 63 , 0 , 227 , 102 , 18 , 196 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,10/30/2021, 9 , 14 , 0 , 153 , 23 , 4 , 96 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,11/02/2021, 0 , 0 , 0 , 64 , 0 , 0 , 21 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,11/05/2021, 17 , 27 , 0 , 359 , 44 , 8 , 141 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,11/09/2021, 17 , 28 , 0 , 193 , 45 , 8 , 139 
Article_73,Compreendendo a próxima geração de talento,Gestão,1047,11/16/2021, 20 , 32 , 0 , 464 , 51 , 9 , 172 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/09/2021, 16 , 25 , 0 , 218 , 41 , 7 , 88 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/13/2021, 68 , 109 , 0 , 579 , 177 , 31 , 361 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/14/2021, 14.082 , 22.531 , 0 , 239.666 , 36.612 , 6.337 , 70.458 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/15/2021, 680 , 1.089 , 0 , 5.686 , 1.769 , 306 , 3.441 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/16/2021, 320 , 511 , 0 , 6.521 , 831 , 144 , 1.698 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/17/2021, 19 , 30 , 0 , 389 , 49 , 9 , 124 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/18/2021, 68 , 109 , 0 , 1.183 , 177 , 31 , 377 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/19/2021, 1.235 , 1.976 , 0 , 15.083 , 3.210 , 556 , 6.232 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/20/2021, 49 , 79 , 0 , 448 , 128 , 22 , 331 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/21/2021, 750 , 1.200 , 0 , 6.190 , 1.950 , 338 , 3.803 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/22/2021, 128 , 204 , 0 , 1.723 , 332 , 58 , 713 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/23/2021, 65 , 104 , 0 , 624 , 168 , 29 , 403 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/24/2021, 36 , 58 , 0 , 490 , 94 , 16 , 196 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/25/2021, 242 , 387 , 0 , 3.399 , 629 , 109 , 1.257 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/26/2021, 10 , 16 , 0 , 392 , 25 , 4 , 142 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/27/2021, 62 , 99 , 0 , 915 , 161 , 28 , 364 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/28/2021, 26 , 42 , 0 , 341 , 68 , 12 , 201 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/29/2021, 4 , 6 , 0 , 68 , 9 , 2 , 33 
Article_74,Sempre faça seu dever de casa UX,UX,1047,06/30/2021, 11 , 17 , 0 , 208 , 28 , 5 , 83 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/01/2021, 29 , 46 , 0 , 264 , 75 , 13 , 186 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/02/2021, 27 , 44 , 0 , 448 , 71 , 12 , 217 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/03/2021, 36 , 58 , 0 , 326 , 95 , 16 , 192 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/04/2021, 22 , 36 , 0 , 369 , 58 , 10 , 117 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/05/2021, 324 , 518 , 0 , 4.021 , 842 , 146 , 1.678 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/06/2021, 124 , 199 , 0 , 908 , 323 , 56 , 681 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/07/2021, 62 , 100 , 0 , 1.578 , 162 , 28 , 396 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/08/2021, 55 , 88 , 0 , 411 , 143 , 25 , 355 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/09/2021, 59 , 95 , 0 , 1.210 , 154 , 27 , 355 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/10/2021, 459 , 734 , 0 , 6.220 , 1.193 , 206 , 2.374 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/11/2021, 17 , 27 , 0 , 150 , 44 , 8 , 102 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/12/2021, 41 , 65 , 0 , 653 , 106 , 18 , 267 
Article_74,Sempre faça seu dever de casa UX,UX,1047,07/13/2021, 56 , 90 , 0 , 683 , 146 , 25 , 302 
